ClientID,ClientName,TargetCity,Industry,PanelType,CampaignType,StartDate,MessagesSent,DeliveryRate,OpenRate,ClickRate,ResponseRate,Conversions,Revenue,DatabaseSize,RepeatClient
CL02295,Client_2295,Bangalore,Schools,Meta Verified API,Targeted,18-07-2024,14963,0.79,0.3,0.07,0.11,3,3939,46454,No
CL02296,Client_2296,Kolkata,Gyms,Email Panel,Retargeting,23-02-2024,24136,0.71,0.23,0.05,0.05,24,17472,7375,No
CL02297,Client_2297,Ahmedabad,Coaching Centers,Email Panel,Lead Nurturing,05-01-2024,36948,0.99,0.4,0.04,0.03,44,62480,46269,Yes
CL02298,Client_2298,Chennai,Coaching Centers,Meta Verified API,Targeted,17-07-2024,31091,0.88,0.63,0.14,0.08,34,44676,13976,No
CL02299,Client_2299,Delhi,Hotels,Meta Verified API,Bulk Broadcast,15-03-2024,24203,0.77,0.23,0.06,0.09,40,34720,18575,No
CL02300,Client_2300,Pune,Schools,Meta Verified API,Targeted,04-10-2024,24205,0.76,0.26,0.08,0.04,25,43325,42903,No
CL02301,Client_2301,Jaipur,Coaching Centers,WhatsApp Panel,Retargeting,20-09-2024,11783,0.84,0.69,0.14,0.05,20,11080,5769,Yes
CL02302,Client_2302,Mumbai,Real Estate,Meta Verified API,Retargeting,30-10-2024,28024,0.75,0.24,0.02,0.05,38,12502,7079,Yes
CL02303,Client_2303,Jaipur,Hospitals,Meta Verified API,Bulk Broadcast,08-03-2024,17821,0.95,0.77,0.18,0.12,6,3642,13850,Yes
CL02304,Client_2304,Mumbai,Coaching Centers,Email Panel,Targeted,03-04-2024,36560,0.99,0.47,0.15,0.08,5,7750,38828,Yes
CL02305,Client_2305,Jaipur,IT Companies,Meta Verified API,Targeted,14-12-2024,15154,0.75,0.51,0.04,0.14,5,6890,18709,No
CL02306,Client_2306,Pune,Startups,WhatsApp Panel,Targeted,18-09-2024,49427,0.74,0.64,0.19,0.11,33,56199,29765,No
CL02307,Client_2307,Bangalore,Gyms,Email Panel,Targeted,27-12-2024,28308,0.86,0.39,0.15,0.12,14,15596,1472,No
CL02308,Client_2308,Kolkata,Coaching Centers,WhatsApp Panel,Retargeting,22-03-2024,26870,0.93,0.35,0.04,0.04,27,48870,1893,Yes
CL02309,Client_2309,Kolkata,Hotels,SMS Panel,Bulk Broadcast,17-12-2024,12303,0.79,,,0.02,11,8899,29902,No
CL02310,Client_2310,Ahmedabad,Salons,SMS Panel,Bulk Broadcast,15-09-2024,34322,0.76,,,0.04,59,21889,41414,No
CL02311,Client_2311,Bhubaneswar,IT Companies,WhatsApp Panel,Targeted,22-12-2024,25969,0.93,0.38,0.05,0.06,20,30840,48944,No
CL02312,Client_2312,Jaipur,Retail Shops,Meta Verified API,Targeted,05-12-2024,23125,0.93,0.68,0.08,0.14,24,36336,10083,No
CL02313,Client_2313,Bhubaneswar,Real Estate,SMS Panel,Bulk Broadcast,06-04-2024,23600,0.95,,,0.05,5,8965,10113,No
CL02314,Client_2314,Bhubaneswar,Real Estate,WhatsApp Panel,Bulk Broadcast,07-03-2024,17538,0.89,0.32,0.05,0.15,21,22176,34440,No
CL02315,Client_2315,Hyderabad,Retail Shops,Email Panel,Bulk Broadcast,19-09-2024,12205,0.76,0.26,0.04,0.04,3,4341,13100,No
CL02316,Client_2316,Bhubaneswar,Hospitals,SMS Panel,Bulk Broadcast,06-07-2024,29278,0.87,,,0.06,36,49572,35801,No
CL02317,Client_2317,Chennai,IT Companies,Meta Verified API,Targeted,09-09-2024,23373,0.7,0.41,0.03,0.15,28,43708,4123,No
CL02318,Client_2318,Chennai,IT Companies,Meta Verified API,Lead Nurturing,12-05-2024,4707,0.73,0.48,0.15,0.04,6,8454,26305,No
CL02319,Client_2319,Ahmedabad,Retail Shops,WhatsApp Panel,Retargeting,15-08-2024,40894,0.92,0.72,0.26,0.14,27,47466,17445,Yes
CL02320,Client_2320,Chennai,IT Companies,SMS Panel,Targeted,07-01-2024,26591,0.93,,,0.11,36,48564,29827,No
CL02321,Client_2321,Mumbai,Startups,SMS Panel,Retargeting,19-10-2024,42533,0.78,,,0.05,18,32886,4678,Yes
CL02322,Client_2322,Jaipur,Hotels,WhatsApp Panel,Targeted,30-01-2024,18089,0.72,0.54,0.16,0.05,8,14672,39133,Yes
CL02323,Client_2323,Bhubaneswar,Hotels,SMS Panel,Bulk Broadcast,18-03-2024,6961,0.92,,,0.13,15,19290,7655,No
CL02324,Client_2324,Mumbai,Startups,Meta Verified API,Targeted,03-02-2024,7086,0.87,0.74,0.25,0.14,2,3318,4925,Yes
CL02325,Client_2325,Kolkata,Coaching Centers,WhatsApp Panel,Lead Nurturing,20-10-2024,15400,0.84,0.65,0.06,0.07,5,9340,37624,No
CL02326,Client_2326,Pune,Schools,Meta Verified API,Lead Nurturing,21-07-2024,31576,0.74,0.58,0.03,0.05,10,4400,3146,No
CL02327,Client_2327,Chennai,IT Companies,Meta Verified API,Retargeting,10-10-2024,33269,0.77,0.35,0.08,0.1,5,6355,12630,No
CL02328,Client_2328,Jaipur,Gyms,WhatsApp Panel,Lead Nurturing,11-06-2024,24216,0.77,0.68,0.13,0.09,9,4950,19282,Yes
CL02329,Client_2329,Mumbai,IT Companies,WhatsApp Panel,Targeted,09-09-2024,9259,0.72,0.23,0.05,0.07,3,4020,15234,Yes
CL02330,Client_2330,Delhi,IT Companies,Meta Verified API,Retargeting,02-07-2024,1202,0.99,0.53,0.14,0.14,1,1392,38611,No
CL02331,Client_2331,Bhubaneswar,Startups,Meta Verified API,Bulk Broadcast,28-03-2024,22869,0.91,0.34,0.08,0.05,6,4290,22878,No
CL02332,Client_2332,Delhi,Hotels,Email Panel,Lead Nurturing,18-05-2024,29318,0.74,0.53,0.11,0.08,5,4805,14725,No
CL02333,Client_2333,Chennai,Hotels,Email Panel,Lead Nurturing,19-03-2024,27392,0.87,0.78,0.07,0.05,29,26303,26007,Yes
CL02334,Client_2334,Chennai,Salons,Email Panel,Lead Nurturing,24-12-2024,38522,0.85,0.46,0.07,0.05,24,34992,18098,No
CL02335,Client_2335,Hyderabad,Retail Shops,Email Panel,Retargeting,26-11-2024,34911,0.91,0.64,0.21,0.05,34,40460,41908,No
CL02336,Client_2336,Kolkata,Startups,SMS Panel,Targeted,20-01-2024,31765,0.96,,,0.07,5,6200,49727,No
CL02337,Client_2337,Jaipur,Salons,SMS Panel,Targeted,18-01-2024,34376,0.8,,,0.1,41,18245,17980,Yes
CL02338,Client_2338,Hyderabad,IT Companies,Meta Verified API,Retargeting,11-07-2024,30492,0.89,0.32,0.04,0.14,30,11430,47083,Yes
CL02339,Client_2339,Mumbai,IT Companies,SMS Panel,Lead Nurturing,08-04-2024,15629,0.9,,,0.12,17,25245,11802,Yes
CL02340,Client_2340,Delhi,Gyms,Meta Verified API,Targeted,26-10-2024,27594,0.97,0.61,0.18,0.09,11,3883,49098,No
CL02341,Client_2341,Delhi,Schools,SMS Panel,Retargeting,21-01-2024,39964,0.74,,,0.05,43,32379,9942,Yes
CL02342,Client_2342,Pune,Gyms,Email Panel,Retargeting,17-06-2024,3734,0.97,0.31,0.11,0.04,2,3932,17816,No
CL02343,Client_2343,Mumbai,Gyms,SMS Panel,Lead Nurturing,18-05-2024,9385,0.87,,,0.13,9,11574,8957,No
CL02344,Client_2344,Jaipur,Retail Shops,SMS Panel,Retargeting,03-01-2024,7594,0.93,,,0.11,10,10380,48295,Yes
CL02345,Client_2345,Delhi,Gyms,WhatsApp Panel,Retargeting,19-12-2024,44924,0.75,0.25,0.03,0.03,42,79716,27676,No
CL02346,Client_2346,Kolkata,Schools,Meta Verified API,Retargeting,02-06-2024,7296,0.71,0.57,0.15,0.06,5,4495,47781,No
CL02347,Client_2347,Hyderabad,Salons,Meta Verified API,Lead Nurturing,16-12-2024,21744,0.98,0.66,0.08,0.11,24,44112,42821,No
CL02348,Client_2348,Pune,Hotels,Email Panel,Targeted,15-01-2024,30019,0.95,0.37,0.05,0.02,8,4784,18939,No
CL02349,Client_2349,Ahmedabad,Startups,WhatsApp Panel,Lead Nurturing,17-01-2024,17771,0.97,0.34,0.07,0.08,39,55302,43344,No
CL02350,Client_2350,Delhi,Real Estate,Email Panel,Lead Nurturing,11-05-2024,24549,0.92,0.81,0.26,0.14,19,18240,45608,No
CL02351,Client_2351,Jaipur,Real Estate,Meta Verified API,Retargeting,15-10-2024,32699,0.82,0.56,0.1,0.05,37,61235,8343,No
CL02352,Client_2352,Chennai,Hospitals,Email Panel,Retargeting,10-03-2024,36276,0.71,0.54,0.16,0.14,57,66576,31615,No
CL02353,Client_2353,Hyderabad,IT Companies,WhatsApp Panel,Bulk Broadcast,10-03-2024,42230,0.76,0.48,0.15,0.14,48,88176,31109,No
CL02354,Client_2354,Jaipur,Real Estate,SMS Panel,Targeted,20-08-2024,18419,0.8,,,0.01,3,3873,38523,No
CL02355,Client_2355,Ahmedabad,Retail Shops,SMS Panel,Lead Nurturing,21-09-2024,26537,0.94,,,0.05,19,32262,22159,No
CL02356,Client_2356,Pune,Startups,WhatsApp Panel,Bulk Broadcast,11-05-2024,25599,0.81,0.25,0.04,0.03,2,3936,25983,No
CL02357,Client_2357,Hyderabad,IT Companies,SMS Panel,Targeted,18-09-2024,22532,0.87,,,0.04,17,23851,43824,No
CL02358,Client_2358,Ahmedabad,Real Estate,Meta Verified API,Retargeting,14-04-2024,41884,0.82,0.7,0.16,0.07,48,85392,46531,No
CL02359,Client_2359,Jaipur,Retail Shops,SMS Panel,Lead Nurturing,06-05-2024,1816,0.89,,,0.08,4,4480,34093,No
CL02360,Client_2360,Kolkata,Hospitals,Email Panel,Lead Nurturing,20-05-2024,2106,0.81,0.53,0.12,0.15,5,4415,40283,No
CL02361,Client_2361,Bangalore,Hospitals,Email Panel,Targeted,31-08-2024,13248,0.77,0.59,0.08,0.04,10,14250,2735,No
CL02362,Client_2362,Hyderabad,Schools,Meta Verified API,Targeted,27-06-2024,10547,0.98,0.38,0.13,0.05,4,6396,4643,Yes
CL02363,Client_2363,Ahmedabad,Hotels,Meta Verified API,Retargeting,12-10-2024,9814,0.87,0.44,0.12,0.01,0,0,42681,Yes
CL02364,Client_2364,Ahmedabad,Salons,Email Panel,Retargeting,22-08-2024,12194,0.82,0.65,0.23,0.04,13,24011,26565,No
CL02365,Client_2365,Ahmedabad,Startups,Meta Verified API,Retargeting,19-02-2024,27289,0.78,0.43,0.1,0.03,1,302,20743,No
CL02366,Client_2366,Kolkata,Hotels,SMS Panel,Targeted,19-07-2024,14739,0.88,,,0.02,4,5220,43288,Yes
CL02367,Client_2367,Delhi,Gyms,WhatsApp Panel,Targeted,13-10-2024,25257,0.72,0.3,0.11,0.01,24,27456,35133,No
CL02368,Client_2368,Jaipur,Hotels,Meta Verified API,Bulk Broadcast,18-01-2024,26132,0.9,0.59,0.08,0.13,24,40560,13520,No
CL02369,Client_2369,Chennai,Salons,SMS Panel,Lead Nurturing,22-04-2024,21491,0.82,,,0.15,35,45115,28509,No
CL02370,Client_2370,Ahmedabad,Hotels,WhatsApp Panel,Bulk Broadcast,22-12-2024,17731,0.85,0.5,0.16,0.13,23,39928,8692,No
CL02371,Client_2371,Bhubaneswar,Retail Shops,WhatsApp Panel,Retargeting,30-03-2024,34160,0.93,0.4,0.1,0.04,26,45682,8362,Yes
CL02372,Client_2372,Ahmedabad,Hotels,SMS Panel,Targeted,27-07-2024,14470,0.74,,,0.1,9,9405,12450,No
CL02373,Client_2373,Bangalore,Schools,WhatsApp Panel,Lead Nurturing,14-08-2024,9659,0.79,0.5,0.06,0.12,11,6127,46048,Yes
CL02374,Client_2374,Pune,Salons,WhatsApp Panel,Retargeting,12-10-2024,49927,0.75,0.43,0.13,0.05,4,3616,16929,No
CL02375,Client_2375,Chennai,Gyms,Meta Verified API,Lead Nurturing,23-12-2024,32805,0.98,0.52,0.1,0.15,39,21060,22488,No
CL02376,Client_2376,Pune,IT Companies,Email Panel,Targeted,17-12-2024,36027,0.98,0.7,0.25,0.11,44,54120,19166,No
CL02377,Client_2377,Bhubaneswar,Retail Shops,Meta Verified API,Lead Nurturing,05-04-2024,27060,0.93,0.44,0.11,0.04,28,53144,9053,No
CL02378,Client_2378,Jaipur,Retail Shops,Email Panel,Targeted,27-04-2024,48209,0.87,0.36,0.09,0.05,23,45448,30247,No
CL02379,Client_2379,Jaipur,Startups,Email Panel,Targeted,28-05-2024,18715,0.72,0.64,0.04,0.1,12,22332,28868,No
CL02380,Client_2380,Mumbai,Hotels,SMS Panel,Lead Nurturing,23-04-2024,46515,0.8,,,0.1,54,91962,23917,No
CL02381,Client_2381,Bangalore,Salons,SMS Panel,Retargeting,25-07-2024,15777,0.89,,,0.05,1,1069,48283,No
CL02382,Client_2382,Kolkata,Coaching Centers,SMS Panel,Retargeting,26-02-2024,48219,0.83,,,0.08,55,28380,19485,No
CL02383,Client_2383,Bhubaneswar,Startups,WhatsApp Panel,Bulk Broadcast,31-10-2024,24450,0.72,0.51,0.13,0.06,27,23085,17626,No
CL02384,Client_2384,Chennai,IT Companies,Email Panel,Bulk Broadcast,31-05-2024,43712,0.84,0.51,0.14,0.1,16,12016,20391,No
CL02385,Client_2385,Bhubaneswar,Gyms,Email Panel,Bulk Broadcast,16-12-2024,23453,0.75,0.51,0.18,0.07,9,13329,20764,No
CL02386,Client_2386,Kolkata,Salons,SMS Panel,Lead Nurturing,25-03-2024,8206,0.94,,,0.13,11,17534,5673,No
CL02387,Client_2387,Hyderabad,Hotels,Meta Verified API,Bulk Broadcast,23-07-2024,21473,0.7,0.26,0.02,0.11,3,4242,36874,No
CL02388,Client_2388,Pune,Startups,Meta Verified API,Bulk Broadcast,19-02-2024,26065,0.84,0.41,0.15,0.03,17,20604,19625,No
CL02389,Client_2389,Kolkata,Retail Shops,WhatsApp Panel,Bulk Broadcast,30-03-2024,9208,0.71,0.5,0.17,0.14,10,16000,3786,No
CL02390,Client_2390,Pune,Hotels,SMS Panel,Targeted,21-06-2024,16132,0.87,,,0.02,4,2348,16738,Yes
CL02391,Client_2391,Ahmedabad,Coaching Centers,WhatsApp Panel,Lead Nurturing,13-11-2024,48058,0.79,0.65,0.11,0.09,34,48824,9620,No
CL02392,Client_2392,Pune,Schools,Email Panel,Lead Nurturing,10-10-2024,46900,0.82,0.28,0.06,0.12,5,8765,47702,No
CL02393,Client_2393,Pune,Schools,SMS Panel,Targeted,08-07-2024,41632,0.74,,,0.12,34,50422,32245,No
CL02394,Client_2394,Ahmedabad,Hospitals,Meta Verified API,Retargeting,03-03-2024,6974,0.71,0.23,0.09,0.05,8,12640,23434,No
CL02395,Client_2395,Kolkata,Hospitals,SMS Panel,Retargeting,11-12-2024,34499,0.73,,,0.02,7,4893,967,Yes
CL02396,Client_2396,Mumbai,Real Estate,Meta Verified API,Bulk Broadcast,02-04-2024,13271,0.84,0.61,0.24,0.07,11,9790,23968,No
CL02397,Client_2397,Bangalore,Salons,Meta Verified API,Bulk Broadcast,05-01-2024,49313,0.86,0.53,0.03,0.01,6,3924,35379,No
CL02398,Client_2398,Jaipur,Hospitals,WhatsApp Panel,Bulk Broadcast,28-09-2024,18310,0.9,0.38,0.14,0.14,35,44240,39499,No
CL02399,Client_2399,Delhi,Schools,WhatsApp Panel,Retargeting,23-09-2024,4332,0.78,0.47,0.05,0.12,8,3248,2744,No
CL02400,Client_2400,Pune,Retail Shops,WhatsApp Panel,Lead Nurturing,31-07-2024,27250,0.83,0.63,0.05,0.02,27,10638,28805,Yes
CL02401,Client_2401,Jaipur,Real Estate,SMS Panel,Bulk Broadcast,08-08-2024,33492,0.84,,,0.13,56,16856,18372,Yes
CL02402,Client_2402,Jaipur,Retail Shops,WhatsApp Panel,Retargeting,27-02-2024,15782,0.98,0.38,0.03,0.07,19,37601,21318,No
CL02403,Client_2403,Pune,IT Companies,SMS Panel,Retargeting,31-01-2024,14274,0.94,,,0.11,9,3483,16624,No
CL02404,Client_2404,Hyderabad,Startups,SMS Panel,Bulk Broadcast,04-11-2024,26649,0.72,,,0.14,13,17797,36482,Yes
CL02405,Client_2405,Kolkata,Schools,Meta Verified API,Bulk Broadcast,05-06-2024,3613,0.82,0.33,0.06,0.04,0,0,16349,No
CL02406,Client_2406,Bhubaneswar,Salons,Email Panel,Lead Nurturing,19-05-2024,46912,0.84,0.65,0.16,0.14,38,44232,5118,Yes
CL02407,Client_2407,Mumbai,IT Companies,SMS Panel,Retargeting,10-04-2024,40625,0.93,,,0.04,45,78435,29364,No
CL02408,Client_2408,Delhi,Hotels,SMS Panel,Bulk Broadcast,17-11-2024,19622,0.72,,,0.12,27,52839,49748,No
CL02409,Client_2409,Bhubaneswar,Gyms,SMS Panel,Retargeting,05-03-2024,28823,0.7,,,0.08,28,45220,9277,No
CL02410,Client_2410,Bangalore,IT Companies,Email Panel,Targeted,10-09-2024,35348,0.72,0.29,0.06,0.1,6,6972,31981,Yes
CL02411,Client_2411,Hyderabad,Hotels,Meta Verified API,Lead Nurturing,12-07-2024,16862,0.76,0.34,0.04,0.07,16,19312,20255,Yes
CL02412,Client_2412,Hyderabad,Gyms,Meta Verified API,Targeted,26-08-2024,4044,0.93,0.68,0.06,0.02,2,2624,45274,Yes
CL02413,Client_2413,Kolkata,Salons,Meta Verified API,Retargeting,06-07-2024,43669,0.74,0.23,0.06,0.09,47,54614,18466,Yes
CL02414,Client_2414,Jaipur,Salons,SMS Panel,Bulk Broadcast,23-07-2024,26156,0.81,,,0.05,4,6440,33990,No
CL02415,Client_2415,Jaipur,IT Companies,Email Panel,Targeted,28-06-2024,5642,0.74,0.27,0.04,0.05,9,6471,38608,Yes
CL02416,Client_2416,Chennai,Startups,Meta Verified API,Targeted,23-02-2024,2554,0.99,0.52,0.11,0.06,0,0,21041,No
CL02417,Client_2417,Delhi,Hospitals,Email Panel,Targeted,05-06-2024,41791,0.97,0.87,0.06,0.03,23,34661,6033,No
CL02418,Client_2418,Pune,Schools,Meta Verified API,Retargeting,24-05-2024,21249,0.81,0.31,0.07,0.05,8,11896,43892,No
CL02419,Client_2419,Bhubaneswar,Hotels,Email Panel,Retargeting,09-01-2024,11416,0.82,0.73,0.12,0.13,21,24318,22595,Yes
CL02420,Client_2420,Bhubaneswar,Retail Shops,Meta Verified API,Lead Nurturing,20-02-2024,1970,0.93,0.65,0.23,0.02,5,8220,899,No
CL02421,Client_2421,Delhi,Schools,WhatsApp Panel,Retargeting,25-10-2024,27259,0.92,0.81,0.26,0.13,33,55968,43555,No
CL02422,Client_2422,Bangalore,Gyms,Meta Verified API,Retargeting,18-01-2024,33583,0.85,0.73,0.25,0.13,41,69372,35620,No
CL02423,Client_2423,Hyderabad,Gyms,Meta Verified API,Lead Nurturing,26-06-2024,37941,0.97,0.63,0.1,0.03,36,51948,8855,Yes
CL02424,Client_2424,Chennai,Retail Shops,Email Panel,Bulk Broadcast,16-01-2024,37262,0.89,0.46,0.07,0.01,42,15708,14100,No
CL02425,Client_2425,Delhi,Coaching Centers,Meta Verified API,Targeted,20-04-2024,40564,0.85,0.52,0.19,0.01,48,36288,35887,No
CL02426,Client_2426,Mumbai,Startups,SMS Panel,Retargeting,03-01-2024,32766,0.82,,,0.02,35,67585,5675,No
CL02427,Client_2427,Chennai,Hotels,WhatsApp Panel,Retargeting,14-02-2024,36893,0.71,0.47,0.16,0.07,22,9702,30067,No
CL02428,Client_2428,Bhubaneswar,Hospitals,Meta Verified API,Targeted,09-11-2024,3323,0.77,0.51,0.14,0.11,7,2835,39202,Yes
CL02429,Client_2429,Kolkata,Retail Shops,Email Panel,Lead Nurturing,07-02-2024,40879,0.76,0.66,0.16,0.1,7,7049,19862,No
CL02430,Client_2430,Delhi,Gyms,Email Panel,Lead Nurturing,03-07-2024,31756,0.92,0.67,0.04,0.09,13,20163,6119,No
CL02431,Client_2431,Hyderabad,Retail Shops,Meta Verified API,Retargeting,01-06-2024,30828,0.96,0.3,0.11,0.14,20,11980,15078,No
CL02432,Client_2432,Jaipur,Salons,SMS Panel,Bulk Broadcast,23-03-2024,5293,0.83,,,0.1,2,3910,16206,No
CL02433,Client_2433,Kolkata,Startups,Email Panel,Retargeting,29-12-2024,29928,0.82,0.32,0.11,0.06,24,20040,17652,No
CL02434,Client_2434,Bangalore,Startups,SMS Panel,Targeted,07-02-2024,6790,0.84,,,0.09,14,25844,45095,Yes
CL02435,Client_2435,Mumbai,Schools,SMS Panel,Lead Nurturing,01-12-2024,21520,0.75,,,0.08,24,44904,6515,No
CL02436,Client_2436,Ahmedabad,Hospitals,SMS Panel,Targeted,13-07-2024,44958,0.76,,,0.03,58,37352,27922,No
CL02437,Client_2437,Delhi,Real Estate,Meta Verified API,Bulk Broadcast,07-11-2024,21341,0.71,0.63,0.11,0.05,30,35400,13156,No
CL02438,Client_2438,Pune,Real Estate,WhatsApp Panel,Bulk Broadcast,07-03-2024,39783,0.76,0.63,0.25,0.02,55,87780,14293,No
CL02439,Client_2439,Chennai,Gyms,SMS Panel,Bulk Broadcast,21-05-2024,25704,0.97,,,0.15,8,5624,47575,Yes
CL02440,Client_2440,Kolkata,Real Estate,Meta Verified API,Targeted,18-10-2024,8039,0.72,0.46,0.03,0.07,1,477,31467,No
CL02441,Client_2441,Bangalore,Salons,SMS Panel,Targeted,08-01-2024,37839,0.71,,,0.13,12,21492,29955,No
CL02442,Client_2442,Chennai,Hotels,Email Panel,Retargeting,05-03-2024,30812,0.95,0.71,0.09,0.02,27,32751,16376,No
CL02443,Client_2443,Mumbai,Coaching Centers,Email Panel,Targeted,06-03-2024,12948,0.83,0.62,0.23,0.02,5,5730,1987,No
CL02444,Client_2444,Pune,IT Companies,WhatsApp Panel,Retargeting,14-09-2024,5895,0.84,0.7,0.12,0.14,9,13581,27087,Yes
CL02445,Client_2445,Chennai,Coaching Centers,SMS Panel,Bulk Broadcast,10-02-2024,24932,0.92,,,0.02,9,15156,39157,No
CL02446,Client_2446,Bangalore,Real Estate,Meta Verified API,Bulk Broadcast,10-04-2024,48874,0.75,0.45,0.1,0.14,29,18125,44703,No
CL02447,Client_2447,Bangalore,Hotels,Email Panel,Retargeting,01-12-2024,35480,0.82,0.42,0.14,0.07,41,62730,18119,No
CL02448,Client_2448,Delhi,Gyms,Email Panel,Bulk Broadcast,28-06-2024,44415,0.72,0.43,0.14,0.03,38,65436,20456,No
CL02449,Client_2449,Ahmedabad,Gyms,Meta Verified API,Bulk Broadcast,11-07-2024,18894,0.79,0.39,0.1,0.04,8,13736,42607,Yes
CL02450,Client_2450,Pune,Gyms,Meta Verified API,Targeted,20-07-2024,49997,0.8,0.49,0.13,0.09,55,102025,2457,No
CL02451,Client_2451,Mumbai,Schools,WhatsApp Panel,Targeted,23-11-2024,17206,0.92,0.75,0.1,0.07,13,17420,23022,No
CL02452,Client_2452,Bangalore,Startups,WhatsApp Panel,Lead Nurturing,24-08-2024,36016,0.89,0.29,0.09,0.02,31,59768,28045,No
CL02453,Client_2453,Bhubaneswar,Hotels,WhatsApp Panel,Targeted,29-03-2024,36378,0.83,0.32,0.13,0.13,33,27852,48185,Yes
CL02454,Client_2454,Kolkata,Startups,SMS Panel,Bulk Broadcast,16-01-2024,30907,0.97,,,0.08,44,40876,21118,Yes
CL02455,Client_2455,Delhi,Hospitals,Meta Verified API,Targeted,29-10-2024,24378,0.99,0.61,0.06,0.04,11,7106,9475,Yes
CL02456,Client_2456,Mumbai,Retail Shops,SMS Panel,Bulk Broadcast,24-11-2024,21608,0.83,,,0.07,23,35144,7947,No
CL02457,Client_2457,Kolkata,Hospitals,Meta Verified API,Retargeting,10-11-2024,37013,0.98,0.4,0.1,0.02,31,11997,27206,No
CL02458,Client_2458,Hyderabad,Gyms,Meta Verified API,Targeted,06-12-2024,6679,0.99,0.53,0.21,0.03,1,337,31543,No
CL02459,Client_2459,Kolkata,Startups,WhatsApp Panel,Targeted,29-06-2024,13043,0.78,0.59,0.21,0.12,13,20904,14047,No
CL02460,Client_2460,Pune,Coaching Centers,WhatsApp Panel,Targeted,05-03-2024,20563,0.91,0.49,0.17,0.1,22,13882,41338,No
CL02461,Client_2461,Bhubaneswar,Hotels,SMS Panel,Bulk Broadcast,18-11-2024,7930,0.96,,,0.05,6,11724,863,No
CL02462,Client_2462,Kolkata,Schools,WhatsApp Panel,Lead Nurturing,31-12-2024,35808,0.84,0.7,0.12,0.06,52,90844,4318,Yes
CL02463,Client_2463,Pune,Gyms,Email Panel,Bulk Broadcast,28-03-2024,34575,0.89,0.33,0.12,0.12,13,14092,4767,Yes
CL02464,Client_2464,Chennai,IT Companies,Email Panel,Retargeting,18-02-2024,2470,0.87,0.36,0.05,0.07,3,4998,37772,No
CL02465,Client_2465,Jaipur,Hospitals,WhatsApp Panel,Targeted,23-02-2024,24781,0.85,0.65,0.2,0.1,27,31860,49141,No
CL02466,Client_2466,Ahmedabad,Schools,SMS Panel,Targeted,04-12-2024,3408,0.96,,,0.1,4,4340,11154,No
CL02467,Client_2467,Kolkata,Real Estate,WhatsApp Panel,Bulk Broadcast,23-02-2024,46151,0.76,0.48,0.09,0.11,24,10848,27066,No
CL02468,Client_2468,Jaipur,Startups,Email Panel,Targeted,29-05-2024,39287,0.9,0.39,0.15,0.13,48,74784,34962,No
CL02469,Client_2469,Hyderabad,Hospitals,WhatsApp Panel,Targeted,19-03-2024,2086,0.74,0.46,0.05,0.09,2,902,16740,No
CL02470,Client_2470,Chennai,Hospitals,Email Panel,Bulk Broadcast,19-05-2024,43456,0.84,0.69,0.06,0.12,7,3381,22408,No
CL02471,Client_2471,Chennai,Real Estate,Meta Verified API,Retargeting,30-04-2024,15759,0.75,0.57,0.11,0.13,6,5778,34712,Yes
CL02472,Client_2472,Delhi,Schools,Meta Verified API,Retargeting,21-05-2024,48176,0.91,0.33,0.11,0.03,30,17220,42177,No
CL02473,Client_2473,Bhubaneswar,Gyms,SMS Panel,Targeted,26-12-2024,5042,0.98,,,0.06,4,1484,18108,No
CL02474,Client_2474,Mumbai,Schools,Email Panel,Targeted,13-11-2024,34076,0.93,0.65,0.08,0.05,7,3738,8618,No
CL02475,Client_2475,Jaipur,Salons,SMS Panel,Bulk Broadcast,04-12-2024,42870,0.76,,,0.1,57,26505,47868,No
CL02476,Client_2476,Ahmedabad,Retail Shops,WhatsApp Panel,Bulk Broadcast,17-04-2024,20175,0.87,0.74,0.17,0.09,12,7488,8577,No
CL02477,Client_2477,Ahmedabad,Hospitals,SMS Panel,Lead Nurturing,29-08-2024,10758,0.72,,,0.07,1,1075,42296,No
CL02478,Client_2478,Delhi,IT Companies,SMS Panel,Bulk Broadcast,31-03-2024,6994,0.79,,,0.08,4,1616,47799,No
CL02479,Client_2479,Hyderabad,Schools,Meta Verified API,Lead Nurturing,18-10-2024,11670,0.96,0.4,0.07,0.1,2,3834,27015,No
CL02480,Client_2480,Chennai,Coaching Centers,Meta Verified API,Targeted,08-03-2024,38038,0.77,0.65,0.23,0.09,38,43624,38587,Yes
CL02481,Client_2481,Ahmedabad,Real Estate,WhatsApp Panel,Targeted,13-02-2024,47826,0.98,0.37,0.04,0.1,39,52026,15020,No
CL02482,Client_2482,Delhi,Hotels,Meta Verified API,Retargeting,18-09-2024,34621,0.96,0.79,0.14,0.13,20,20200,4059,No
CL02483,Client_2483,Pune,Hotels,SMS Panel,Targeted,26-11-2024,7266,0.73,,,0.07,5,5270,41165,No
CL02484,Client_2484,Hyderabad,Gyms,Meta Verified API,Retargeting,07-12-2024,13022,0.73,0.65,0.09,0.04,11,17611,16355,Yes
CL02485,Client_2485,Bangalore,IT Companies,SMS Panel,Lead Nurturing,20-06-2024,13575,0.83,,,0.12,12,13032,26446,Yes
CL02486,Client_2486,Pune,Startups,SMS Panel,Lead Nurturing,08-05-2024,12134,0.91,,,0.01,15,22425,6561,No
